omim_id,Description
236000,A number sign (#) is used with this entry because of evidence that susceptibility to classic Hodgkin lymphoma (CHL) can be conferred by variation in the KLHDC8B gene (613169) on chromosome 3p21.
237450,"A number sign (#) is used with this entry because Rotor type hyperbilirubinemia (HBLRR) is caused by digenic inheritance of homozygous mutations in the SLCO1B1 (604843) and SLCO1B3 (605495) genes, which are located near each other on chromosome 12p."
237500,A number sign (#) is used with this entry because of evidence that Dubin-Johnson syndrome (DJS) is caused by homozygous or compound heterozygous mutation in the CMOAT gene (ABCC2;601107) on chromosome 10q24.
238800,"Hypermetabolism due to uncoupled mitochondrial oxidative phosphorylation-1 (HUMOP1) is characterized by an increased basal metabolic rate (BMR) manifest as increased sweating, polyphagia with poor weight gain, increased basal temperature, tachycardia, and tachypnea. Some patients may have mild muscle weakness. Skeletal muscle biopsy shows enlarged irregular mitochondria with proliferation of the cristae and inclusions. Biochemical studies show excessive oxygen consumption and mitochondrial respiratory activity that is loosely coupled or uncoupled to phosphorylation of ADP to ATP (summary byHaydar et al., 1971).See also HUMOP2 (620085), caused by mutation in the ATP5F1B gene (102910) on chromosome 12q13."
239350,"In 3 of 4 children of a nonconsanguineous marriage,Miller et al. (1975)described a disorder characterized by intermittent polyuria and hyperphosphatemia occurring either separately or together. The 3 children also had seizures. Clinical features of the hyperphosphatemia were irritability, refusal of solid food, vomiting and diarrhea, high-pitched cry, carpopedal spasm, and finally overt tetany and a spiking fever. The phosphorus was measured as high as 19.2 mg per dl."
240200,"Addison disease falls into the same category as pernicious anemia, systemic lupus erythematosus, myasthenia gravis, and Hashimoto thyroiditis, in which an autoimmune basis is suggested by some evidence and in which familial aggregation occurs. In all these conditions, the role of a single genetic locus in etiology is unclear. The isolated form of Addison disease is less frequent than that combined with other endocrinopathies, particularly hypoparathyroidism (see240300). A noteworthy feature is the lack of hypoaldosteronism (Stempfel and Engel, 1960;Shepard et al., 1959). Androgen metabolism could not be tested. These cases may well have a defect limited to corticoid metabolism. Some of these cases may with more validity be classed as adrenal unresponsiveness to ACTH (202200).Berlin (1952)reported Addison disease in brother and sister, the latter having also pernicious anemia.Brochner-Mortensen (1956)described Addison disease in 2 brothers and 2 of their maternal uncles.Meakin et al. (1959)described 2 brothers with onset of adrenal insufficiency at age 3 to 4 years.Williams and Freeman (1965)reported adrenal cortical hypofunction without salt loss in 3 of 4 children of second-cousin parents.O'Donohoe and Holland (1968)described autopsy-proven adrenal hypoplasia in a sister of 2 affected males.Lemli and Smith (1968)reported affected sisters. The histologic findings differ in the X-linked (300200) and autosomal recessive forms of adrenal hypoplasia. In the former, the adrenal cortex shows disorganization with poor differentiation of cortical zones and presence of scattered clumps of eosinophilic cells. This is sometimes referred to as the cytomegalic type because of the large cells present as the only remaining cortical tissue. In the latter, there is absence or near-absence of both fetal and permanent cortex. This is sometimes called the 'miniature adult' type because the small adrenal cortex consists almost exclusively of permanent cortex. The latter type occurs either sporadically or as an autosomal recessive condition and may occur alone or, as is often the case, accompanied by anomalies of the brain and pituitary gland, as in anencephaly, or with pituitary gland abnormalities alone.Boyd and MacDonald (1960)reported marked hyperplasia of pituitary basophilic cells. Congenital hypoadrenocorticism may be misdiagnosed as 'sudden infant death syndrome.'In the majority of cases, Addison disease is a component of an autoimmune polyendocrine syndrome, or APS (Gambelunghe et al., 1999). APS1 (240300), a rare disorder, is caused by mutation in the AIRE gene (607358), which resides on chromosome 21. APS2 (269200), more frequently found in adult patients, is a complex multigenic disease. The major histocompatibility complex class I chain-related MICA (600169) and MICB (602436) genes are located on chromosome 6 between the HLA-B (142830) and the B-associated transcript (see142560) genes. The presence of 21-hydroxylase autoantibodies is a sensitive and specific marker of autoimmune Addison disease.Gambelunghe et al. (1999)evaluated the association of APS2-Addison disease with both MICA and MICB gene polymorphism 28 autoimmune (21-hydroxylase autoantibody-positive) Addison disease patients and in 75 healthy subjects from central Italy. They found evidence for a primary association of autoimmune Addison disease with the exon 5 microsatellite polymorphism of the MICA gene (MICA5.1). The MICA5.1 allele was significantly more frequent in Addison disease patients (79%) than in healthy subjects (36%) whereas MICA6 was significantly reduced in affected subjects. The A5.1/A5.1 genotype had an odds ratio for autoimmune Addison disease as high as 18.0 and an absolute risk of 1 per 1,131. In the presence of MICA5.1, MICB/CA-25 was significantly increased in Addison disease patients (15% vs 56%). The MICB/CA-17 allele was absent in Addison disease patients, but present in more than 25% healthy individuals. Among HLA-DR and -DQ haplotypes, only DRB1*03-DQA1*0501-DQB1*0201 (DR3/DQ2) was significantly more frequent in Addison disease patients than in healthy subjects, but only in the presence of MICA5.1. The authors concluded that susceptibility to autoimmune Addison disease is linked to the MICA microsatellite allele 5.1 and that both MICA5.1 and HLA-DR3/DQ2 are necessary to confer increased genetic risk for Addison disease.Skinningsrud et al. (2008)presented evidence suggesting an association between autoimmune Addison disease and a 1858C-T SNP (rs2476601) in the PTPN22 gene (600716.0001) on chromosome 1p13. In a metaanalysis of 3 studies, including their own, comprising 563 European patients with the disorder, the authors found an odds ratio of 1.36 (p = 0.003) for carriers of the T allele."
240400,"As far as is known, all members of the human species lack the ability to synthesize ascorbic acid because man, unlike most other mammals, does not possess the enzyme L-gulonolactone oxidase (EC 1.1.3.8). AsStone (1967)pointed out, hypoascorbemia is an inborn error of metabolism. Borrowing a term from the blood groups, we might say that it is a 'public' inborn error of metabolism. The mechanism whereby an organism loses a particular metabolic function which is of no use in a particular environment was discussed byKing and Jukes (1969). The accumulation of random mutations in the gene for the relevant enzyme might be expected to destroy the functional capacity of the enzyme, most mutations being disruptive. If the enzyme is not required in the particular environment, the constraint of selection is removed. Primates and the guinea pig, by this hypothesis, have lost the capacity to synthesize ascorbic acid because of the adequacy of dietary intake. An intraspecies example of this phenomenon may be the loss of adult intestinal lactase in people who do not consume milk.Nishikimi and Udenfriend (1976)showed that primate and guinea pig liver contains no cross-reacting material for L-gulono-gamma-lactone oxidase.Nishikimi et al. (1988)isolated a cDNA encoding L-gulono-gamma-lactone oxidase of the rat. Northern blot hybridization using the cDNA as a probe demonstrated that guinea pigs lack mRNA for this enzyme. Nevertheless, existence of a DNA sequence related to this enzyme was demonstrated in the genome of both the guinea pig and the human by Southern blot hybridization. The degree of hybridization in the human was less than in the animals possessing the enzyme, suggesting that the human L-gulono-gamma-lactone oxidase gene has diverged more rapidly than the genes of ascorbic acid-synthesizing species. This hypothesis was confirmed by a comparison of a partial nucleotide sequence of the human gene with that of the rat gene. The sequences in the guinea pig and human genomes may represent the remnants of the gene for the enzyme that was once active but became nonfunctional during the course of evolution.Nishikimi et al. (1992)demonstrated that guinea pigs, which, like humans and other primates, cannot synthesize vitamin C, contain a nucleotide sequence of a once active gulonolactone oxidase gene which cross-hybridized to a rat cDNA; this despite the fact that no detectable gulonolactone oxidase-specific mRNA or cross-reactive protein was recognizable by anti-rat GLO rabbit antibody. Comparison of the guinea pig gene with the rat gene demonstrated absence of regions corresponding to exons 1 and 5 as well as other deletions and nonconformance to the GT/AG rule at one of the putative intron/exon boundaries. There were also a large number of mutations in the amino acid-coding regions of the guinea pig sequence, many of which led to nonconservative amino acid changes, and there were 3 stop codons as well. On the basis of the neutral theory of evolution, the date of the loss of the L-gulono-gamma-lactone oxidase in the ancestors of the guinea pig was roughly calculated to be less than 20 million years ago.The disorder of osteogenesis present in the Shionogi rat represents a susceptibility to scurvy because of lack of L-gulono-gamma-lactone oxidase.Kawai et al. (1992)demonstrated that the mutant cDNA has a single base mutation from G to A at nucleotide 182, which changes amino acid 61 from cys to tyr. To test the effect of the cys61-to-tyr mutation, they transfected COS-1 cells with a vector containing the mutant cDNA and showed that the amino acid substitution both decreased the amount of immunologically detectable protein and the level of enzyme activity to about one-tenth of their normal values, while it did not affect the amount of mRNA produced in the transfected cells. Thus, scurvy is a rare inborn error of metabolism in the rat.Nishikimi et al. (1994)isolated a segment of the nonfunctional L-gulono-gamma-lactone oxidase gene from a human genomic library and mapped it to 8p21.1 by spot blot hybridization using flow-sorted human chromosomes and fluorescence in situ hybridization. The isolated segment represented the 3-prime part of the gene, where the regions corresponding to exons 7, 9, 10, and 12 of the rat gene remained with probable deletion of the regions corresponding to exons 8 and 11. A large number of other mutations were found.Levine et al. (1996)performed an in-hospital depletion-repletion study of the relationship between vitamin C dose and steady-state plasma concentration. Seven healthy volunteers were hospitalized for 4 to 6 months and consumed a diet containing less than 5 mg of vitamin C daily. Steady-state plasma and tissue concentrations were determined at 7 daily doses of vitamin C from 30 to 2,500 mg. Vitamin C steady-state plasma concentrations as a function of dose displayed sigmoid kinetics. The steep portion of the curve occurred between the 30- and 100-mg daily dose, the then-current recommended daily allowance (RDA) of 60 mg was on the lower third of the curve, the first dose beyond the sigmoid portion of the curve was 200 mg daily, and complete plasma saturation occurred at 1,000 mg daily. No vitamin C was excreted in the urine of 6 of 7 volunteers until the 100-mg dose was reached. At single doses of 500 mg and higher, bioavailability declined and the absorbed amount was excreted. Oxalate and urate excretion were elevated at 1,000 mg of vitamin C daily compared to lower doses. Based on these data,Levine et al. (1996)recommended that the RDA of vitamin C be increased to 200 mg daily, which can be obtained from fruits and vegetables. Safe doses of vitamin C are less than 1,000 mg daily, and vitamin C daily doses above 400 mg have no evident value.The absorption of vitamin C into the body and its distribution to organs requires the sodium-coupled vitamin C transporters SVCT1 (SLC23A2;603790) and SVCT2 (SLC23A1;603791). SVCT1 is largely confined to epithelial surfaces involved in bulk transport, such as those of the intestine and kidney, whereas SVCT2 appears to account for tissue-specific uptake of vitamin C. SVCT2 expression is widespread, occurring in neurons, the endocrine system, bone, and other tissues (Hediger, 2002).Sotiriou et al. (2002)demonstrated that SLC23A1 is essential for transport of vitamin C into the brain and for perinatal survival. Previously, the only proven requirement for ascorbic acid was in preventing scurvy, presumably because vitamin C is a cofactor for hydroxylases required for posttranslational modifications that stabilize collagen."
241100,"Familial male hypogonadism is a highly heterogeneous category from which some disorders such as Reifenstein syndrome (312300), Kallmann syndrome (see308700), isolated gonadotropin deficiency, and some other entities can be separated. The presence of an autosomal recessive form is suggested by the occurrence of parental consanguinity (Nowakowski and Lenz, 1961)."
241519,"Chitayat et al. (1990)reported 2 brothers with renal hypophosphatemia, intracerebral calcifications, and short distal phalanges. The children presented with recurrent dental abscesses. One had premature closure of the anterior fontanel. Biochemical findings included hypophosphatemia and elevated serum alkaline phosphatase with normal serum calcium levels. Blood levels of parathyroid hormone and vitamin D were normal. Measures of tubular reabsorption of phosphate gave low values. Both parents had normal serum phosphate and brain CT scan."
242100,A number sign (#) is used with this entry because of evidence that autosomal recessive congenital ichthyosis-2 (ARCI2) is caused by homozygous or compound heterozygous mutation in the ALOX12B gene (603741) on chromosome 17p13.
243200,"Buchheit et al. (1969)described 2 sisters with idiopathic intracranial hypertension with papilledema (pseudotumor cerebri).Traviesa et al. (1976)described 3 affected sisters. The patients are typically young females who are obese and may be pregnant or suffering from chronic dysfunctional uterine bleeding.Johnston and Morgan (1991)described a mother and 2 of 4 daughters who had a diagnosis of pseudotumor cerebri and 1 son who developed communicating hydrocephalus.Warner et al. (2002)quantified vitamin A in the cerebrospinal fluid of patients with idiopathic intracranial hypertension, elevated intracranial pressure of other causes, and normal intracranial pressure. Vitamin A could be detected by high-pressure liquid chromatography in most of the specimens. There was a significantly higher level of vitamin A in the cerebrospinal fluid of some patients with idiopathic intracranial hypertension. The authors concluded that vitamin A toxicity might play a role in the pathogenesis of idiopathic intracranial hypertension.Katz et al. (2002)demonstrated the presence of both somatostatin receptor types 1 (182451) and 2 (182452) in all samples of normal human choroid plexus and arachnoid granulations. The authors proposed that these receptors might be involved in the processes of cerebrospinal fluid production and absorption and, thus, might play a role in the increased intracranial pressure of idiopathic intracranial hypertension."
246300,A number sign (#) is used with this entry because this form of susceptibility to leprosy (LPRS3) is associated with a polymorphism in the TLR2 gene (603028) on chromosome 4q32.See609888for a discussion of leprosy susceptibility in general and information on genetic heterogeneity.
246400,"Christie et al. (1954)described the disease in sibs who were never in contact, thus tending to discredit an infectious hypothesis.Rogers and Benson (1962)reported affected sibs and reviewed the literature.Falk and Gellei (1963)also observed a family.Schoeck et al. (1963)described 2 sibs with L-S disease. Ten other families with multiple affected sibs were reviewed, including Farquhar 'familial hemophagocytic reticulosis' (267700) and Nelson 'generalized lymphohistiocytic infiltration' (also see267700), which Schoeck et al. suggested are all the same entity. In a survey of deaths from Letterer-Siwe disease in a 5-year period in the U.S.,Glass and Miller (1968)found 5 sib pairs among 270 deaths, a pair of concordant like-sex twins, and a peak of mortality under 1 year of age.Freundlich et al. (1972)reported 2 families with multiple cases of consanguineous parents.Hirsch and Kong (1973)reported a father and son with histiocytosis X of the lung. The father presented with cough and exertional dyspnea, whereas the son was asymptomatic. Biopsies confirmed histiocytosis X (eosinophilic granuloma) in both. Neither father nor son had any evidence of disseminated histiocytosis. I have information fromCook (1967)concerning 8 cases of histiocytosis X occurring in 2 sibships in an inbred Mennonite group in Waterloo County, Ontario. In each case the parents were related as second cousins and all 4 parents shared in common a grandparental couple. In 2 cases, treatment with adrenocorticosteroids was begun early and both patients survived. The other cases pursued an identical course. They were well until ages 8 to 18 weeks, following which they developed general irritability, especially on being touched or moved. There was pallor, dyspnea, distended abdomen, fever, and, in the terminal stages, usually jaundice. Medical investigations showed hepatosplenomegaly, anemia, neutropenia, and thrombocytopenia. Autopsy showed histiocytic infiltration of the liver, spleen and lymph nodes. There was no persistent skin rash and no bone lesions were identified. The course of the illness in all 6 fatal cases was rapid, ranging from 2 to 5 weeks. None of the children had contact with each other. These cases are also discussed under familial histiocytic reticulosis (267700). The nosology of this category is confused, as is the terminology. For example,Donohue and Thompson (1972)concluded that the Mennonite cases represent the disorder reported as 'familial Letterer-Siwe disease' and not histiocytosis X. The occurrence of 'encephalopathy' in both the Mennonite cases and reported familial Letterer-Siwe disease, but not in either nonfamilial L-S disease or histiocytosis X, was one reason for their conclusion.Kloepfer et al. (1972)observed the same or a similar disorder in an inbred triracial group in Louisiana, known locally as 'Redbones.'The entity described here should not be confused with Langerhans cell histiocytosis (604856) The Langerhans cell, a dendritic cell of the epidermis, was described by a medical student, Paul Langerhans, who thought that it was part of the nervous system (Langerhans, 1868).Birbeck et al. (1961)found that the Langerhans cell displays a unique electron-microscopic morphology. The discoveries that these cells are not confined to skin and that they make up a sizable portion of the cellular infiltrate in histiocytosis X, along with other evidence, suggest that they play an immunologic role in protecting against environmental antigens.Egeler and D'Angio (1995)presented a classification of histiocytosis syndromes in children: class I, Langerhans cell histiocytosis; class II, histiocytosis of mononuclear macrophages other than Langerhans cells, including familial hemophagocytic lymphohistiocytosis; and class III, malignant histiocytic disorders, including histiocytic lymphoma."
246470,"In an Italian-American family with first-cousin parents,Greenberg et al. (1981)described 2 brothers, in a sibship of 5, who had this combination. In 1, colectomy with ileoproctostomy was performed for multiple adenomatous polyps of the colon at age 35. Because of multiple polyps and adenocarcinoma in situ in the residual rectum, abdominoperineal resection and ileostomy were done at age 40. Leukemia of acute myeloblastic type was discovered at age 45 and the patient died after a 2-month course. The second brother had fulguration of 2 papillary tumors of the bladder at age 25. In the next 3 years, he had multiple colonic polypectomies and abdominoperineal resection for Duke's stage C-1 carcinoma of the rectum. At age 34 he was discovered to have acute myeloblastic leukemia and died after a very short course."
247200,"A number sign (#) is used with this entry because Miller-Dieker lissencephaly syndrome is a contiguous gene deletion syndrome involving genes on chromosome 17p13.3.See also the 17p13.3 duplication syndrome (613215), which involves the same chromosomal region."
247640,"Patients with acute lymphoblastic leukemia (ALL) who present with bulky disease of the lymph nodes, spleen, and mediastinum, so-called lymphomatous ALL (LALL), appear clinically to represent a distinct category of ALL of T-cell lineage. The biologic basis of this distinction was pointed out byChilcote et al. (1985)who found that 6 of 8 patients with clinical features of LALL had karyotypic abnormalities leading to loss of bands 9p22-p21. The mechanisms varied and included deletions, unbalanced translocations, and loss of the entire chromosome. Only 1 of 57 patients without LALL had an abnormality of chromosome 9 at diagnosis. Loss of a 'suppressor' gene (RB1;614041) comparable to that in retinoblastoma (180200) was postulated. A relationship to methylthioadenosine phosphorylase (156540) was postulated because the structural gene for this enzyme maps to the same region and patients with LALL may lack this enzyme in malignant cells during relapse. Lymphoblasts lacking this enzyme are unable to salvage adenine and methionine and are therefore especially sensitive to inhibitors of de novo purine synthesis (Kamatani et al., 1981).Kowalczyk and Sandberg (1981)had earlier found changes in 9p in a subgroup of ALL cases.Chilcote et al. (1985)pointed out that there is a fragile site at 9p21 and raised the question of familial predisposition on this basis. (This fragile site is the breakpoint in the translocation t(9;11)(p21-22;q23), which is associated with acute nonlymphocytic leukemia with monocytic features, ANLL-AMoL-M5a.) The aunt of one of the patients ofChilcote et al. (1985)had died as a child from ALL with lymphomatous features. If the analogy to RB1 holds, there is the same dilemma as to whether this should be called dominant or recessive; by the Chilcote hypothesis, it is presumably recessive. In a large series,Murphy et al. (1985)confirmed an abnormality of 9p in 10 to 11% of cases (33 out of more than 300) of acute lymphoblastic leukemia. The breakpoints in 9p clustered in the p22-p21 region. They could not, however, corroborate the specific association with T-cell origin or so-called lymphomatous clinical features.(Although to our knowledge not the determinant of an inherited phenotype, dominant or recessive, LALL appears to be a specific DNA coding segment that is involved in causation of a specific neoplasm through somatic cell mutation.)"
248190,A number sign (#) is used with this entry because of evidence that renal hypomagnesemia-5 with or without ocular involvement (HOMG5) is caused by homozygous or compound heterozygous mutation in the claudin-19 gene (CLDN19;610036) on chromosome 3q28.
249100,A number sign (#) is used with this entry because classic familial Mediterranean fever (FMF) is caused by homozygous or compound heterozygous mutation in the pyrin gene (MEFV;608107) on chromosome 16p13.
250790,A number sign (#) is used with this entry because of evidence that methemoglobinemia and ambiguous genitalia (METAG) is caused by homozygous mutation in the microsomal cytochrome b5 gene (CYB5A;613218) on chromosome 18q22.
252320,"Lisker et al. (1981)described 2 sisters with distal, slowly progressive muscular weakness and hypotrophy since childhood, and autonomic dysfunction characterized by profuse sweating, distal cyanosis related to cold, orthostatic hypotension, and esophageal achalasia. Nerve conduction velocity of several motor nerves was slow. Although no sensory abnormality was found, sural nerve biopsy showed nonspecific demyelination. No similar patients were identified in the literature."
254200,"Myasthenia gravis (MG) is an autoimmune disease in which antibodies bind to acetylcholine receptors or to functionally related molecules in the postsynaptic membrane at the neuromuscular junction. The antibodies induce weakness of skeletal muscles, which is the sole disease manifestation. The weakness can be generalized or localized, is more proximal than distal, and nearly always includes eye muscles, with diplopia and ptosis. The pattern of involvement is usually symmetric, apart from the eye involvement, which is often markedly asymmetric and involves several eye muscles. The weakness typically increases with exercise and repetitive muscle use (fatigue) and varies over the course of a day and from day to day, often with nearly normal muscle strength in the morning (summary byGilhus, 2016)."
254400,"Mycosis fungoides is a malignant T-cell lymphoma of the skin, first reported (and named) byAlibert (1835).Sezary syndrome is a leukemic variant of mycosis fungoides defined by erythroderma with greater than 80% of the skin showing redness, adenopathy and greater than 1,000 circulating Sezary cells/microliter with a CD4+CD26- or CD4+CD7- phenotype. Sezary cells have a type 2 helper T cell cytokine profile. Sezary syndrome has a median overall survival time of only 2.4 years in patients with Sezary cells at a density of greater than 10,000 cells/microliter or 5.4 years in patients with 1,000-10,000 Sezary cells/microliter. Mycosis fungoides and Sezary syndrome are the most common cutaneous T-cell lymphomas. Sezary syndrome can arise de novo or can appear following years of chronic mycosis fungoides. Both are thought to arise from clonal expansion of CD4+ helper T cells responding to chronic antigen stimulation (summary byWang et al., 2015)."
254450,"A number sign (#) is used with this entry because of evidence that many cases of myelofibrosis are associated with somatic mutation in the JAK2 gene (147796) on chromosome 9p24, the MPL gene (159530) on chromosome 1p34, the CALR gene (109091) on chromosome 19p13, or the SH2B3 gene (605093) on chromosome 12q24."
254500,"A number sign (#) is used with this entry because several chromosome aberrations, including recurrent translocations and deletions, have been found to be related to the development or progression of multiple myeloma; see CYTOGENETICS section."
254770,A number sign (#) is used with this entry because of evidence that susceptibility to juvenile myoclonic epilepsy-1 (EJM1) is conferred by variation in the EFHC1 gene (608815) on chromosome 6p12.Susceptibility to juvenile absence epilepsy (EAJ1;607631) is also conferred by variation in the EFHC1 gene.
254800,"A number sign (#) is used with this entry because myoclonic epilepsy of Unverricht and Lundborg (ULD), also known as progressive myoclonic epilepsy-1A (EPM1A), is caused by mutation in the cystatin B gene (CSTB;601145) on chromosome 21q22."
255900,"Hall (1965)described 5 families in which 14 cases of myxedema occurred in addition to the 5 probands. In 1 of these families, a case of thyrotoxicosis was also observed, and in each of 2 families a relative had nontoxic goiter. A sixth proband had a daughter with thyrotoxicosis. In the families of 32 other patients with myxedema, no thyroid dysfunction was detected. Environmental factors, such as viral infection, cannot be excluded in the causation of such familial aggregation. However, the findings were considered compatible with sex-influenced recessive inheritance and also with the previous suggestion of a genetic relationship of myxedema to hyperthyroidism and to nontoxic goiter. In 1 family, 'bilateral inheritance of thyroid disease' was demonstrated."
256370,"A number sign (#) is used with this entry because of evidence that this form of renal disease, referred to here as nephrotic syndrome type 4 (NPHS4), is caused by heterozygous mutation in the Wilms tumor suppressor gene (WT1;607102) on chromosome 11p13.Mutation in the WT1 gene can also cause isolated Wilms tumor (194070), as well as Denys-Drash syndrome (DDS;194080), which is characterized by nephrotic syndrome and the additional features of male pseudohermaphroditism, with or without Wilms tumor."
256700,A number sign (#) is used with this entry because of evidence that susceptibility to neuroblastoma-1 (NBLST1) is conferred by germline and somatic mutations in the KIF1B gene (605995) on chromosome 1p36.
257200,"A number sign (#) is used with this entry because Niemann-Pick disease type A is caused by homozygous or compound heterozygous mutation in the sphingomyelin phosphodiesterase-1 gene (SMPD1;607608), which encodes acid sphingomyelinase (ASM), on chromosome 11p15.Niemann-Pick disease type B (607616) is an allelic disorder characterized by visceral involvement only and survival into adulthood."
257220,"A number sign (#) is used with this entry because Niemann-Pick disease type C1 and Niemann-Pick disease type D, also known as the Nova Scotian type, are caused by homozygous or compound heterozygous mutation in the NPC1 gene (607623) on chromosome 18q11."
258360,"Cantu et al. (1975)described a male infant, born of consanguineous parents, with a previously undescribed syndrome consisting of hypoplastic fingernails, trichorrhexis, chronic neutropenia, and psychomotor retardation.In 2 daughters, and perhaps a third, of first-cousin parents,Hernandez et al. (1979)observed the same syndrome. IQ was in the vicinity of 70. The nails were hypoplastic with koilonychia and onychorrhexis. Head hair was absent at birth. Later it was short, dry, lusterless, curly, and sparse. The eyelashes were similar and caused chronic irritative conjunctivitis. No axillary hair and only sparse pubic hair developed at puberty. Microscopically, hairs showed trichorrhexis. Neutropenia was persistent with intermittent aggravation. Lymphocytes were increased, especially when the neutrophils were lowest. The patients had recurrent infections.Corona-Rivera et al. (1981)described another case, the offspring of related parents, and called the condition ONMRS to include mental retardation. However,Verhage et al. (1987)described a child typical in all ways except for normal intelligence. They suggested that the mild mental retardation observed in previously reported patients could be the consequence of repeated infections.Verhage et al. (1987)concluded that the chronic neutropenia falls into the category of 'lazy leukocyte syndrome' (150550), a heterogeneous entity.Dallapiccola et al. (1994)described a second sporadic case of onychotrichodysplasia and chronic neutropenia with normal intelligence.Itin and Pittelkow (1991)described this disorder in a white girl of Mexican-American ancestry."
259050,A number sign (#) is used with this entry because of evidence that Primrose syndrome (PRIMS) is caused by heterozygous mutation in the ZBTB20 gene (606025) on chromosome 3q13.
259500,"A number sign (#) is used with this entry because of evidence that many instances of osteogenic sarcoma occur in association with retinoblastoma (RB;180200), which is caused by mutation in the RB1 gene (614041) on chromosome 13q14.Osteosarcoma occurs frequently in Paget disease of bone, which can be caused by mutation in the TNFRSF11A gene on chromosome 18q22. Mutation in another gene on chromosome 18q may be mutated in cases of osteosarcoma. Osteosarcoma is a feature of Li-Fraumeni syndrome (LFS;151623), caused by mutation in the TP53 gene (191170). Sporadic osteosarcoma has also been associated with mutations in the CHEK2 gene (604373.0005).Osteosarcoma is a component of the acronymically designated OSLAM syndrome (165660)."
259660,"This entry was incorporated into259775on April 13, 2022."
260300,"A number sign (#) is used with this entry because of evidence that early-onset Parkinson disease-15 (PARK15), also known as the parkinsonian-pyramidal syndrome, is caused by homozygous or compound heterozygous mutation in the FBXO7 gene (605648) on chromosome 22q12.For a phenotypic description and a discussion of genetic heterogeneity of Parkinson disease, see PD (168600)."
260480,"This combination was described in brother and sister (Waldram et al., 1975). In both, leukocyte-migration was inhibited in the presence of bile antigen, suggesting an immune mechanism. The sicca complex is also known as the Sjogren syndrome; familial incidence is known (270150). The finding ofProchazka et al. (1990)may be relevant. In 100% of 29 patients with primary sclerosing cholangitis, they found the HLA-DRw52a antigen, which is normally present in 35% of the population (relative risk, 109.5). Primary sclerosing cholangitis may be difficult to differentiate from primary biliary cirrhosis (109720). Although HLA haplotypes have been studied in more than 5,000 diseases, only in this and 3 other diseases has it been found that essentially all patients have the same HLA antigen: B27 in ankylosing spondylitis (106300), DR4 in pemphigus vulgaris (169610), and DR2 in narcolepsy (161400)."
260570,A number sign (#) is used with this entry because of evidence that immunodeficiency-108 with autoinflammation (IMD108) is caused by homozygous mutation in the CEBPE gene (600749) on chromosome 14q11. One such family has been reported.
260970,"Appenzeller et al. (1980)described 2 sisters and a brother with this combination of abnormalities, which appears to be unique. Xenografts into immunologically paralyzed mice showed that the Schwann cells from the patient could myelinate regenerating mouse nerves. Thus, the defect presumably resides in the axon."
261100,A number sign (#) is used with this entry because of evidence that Imerslund-Grasbeck syndrome-1 (IGS1) is caused by homozygous or compound heterozygous mutation in the CUBN gene (602997) on chromosome 10p13.Biallelic mutation in the CUBN gene can also cause isolated chronic benign proteinuria (PROCHOB;618884).
261515,"A number sign (#) is used with this entry because D-bifunctional protein deficiency can be caused by homozygous or compound heterozygous mutation in the HSD17B4 gene (601860) on chromosome 5q2, which encodes the D-bifunctional protein (DBP)."
263300,A number sign (#) is used with this entry because of evidence that most cases of polycythemia vera (PV) are associated with a somatic mutation in the JAK2 gene (147796) on chromosome 9p24.Somatic mutations in the TET2 gene (612839) and the NFE2 gene (601490) have also been found in cases of polycythemia vera.
263800,A number sign (#) is used with this entry because of evidence that Gitelman syndrome (GTLMNS) is caused by homozygous or compound heterozygous mutation in the (SLC12A3;600968) on chromosome 16q13.
264120,"Roitman et al. (1980)described an obese, slightly mentally retarded 4-year-old boy with large testes. The only endocrine disorder found was absence of an increase in plasma prolactin after stimulation. No information relevant to a possible genetic basis was available."
264700,"A number sign (#) is used with this entry because hereditary selective deficiency of the active form of vitamin D (1,25-dihydroxyvitamin D3), also known as vitamin D-dependent rickets type 1A (VDDR1A), is caused by mutation in the gene encoding 25-hydroxyvitamin D3-1-alpha-hydroxylase (CYP27B1;609506) on chromosome 12q13."
265400,A number sign (#) is used with this entry because of evidence that primary pulmonary hypertension-5 (PPH5) is caused by homozygous or compound heterozygous mutation in the ATP13A3 gene (610232) on chromosome 3q29.
266120,A number sign (#) is used with this entry because of evidence that congenital nonspherocytic hemolytic anemia-8 (CNSHA8) is caused by homozygous or compound heterozygous mutation in the UMPH1 gene (NT5C3A;606224) on chromosome 7p14.
266600,"A number sign (#) is used with this entry because of evidence that mutations in the NOD2/CARD15 gene (605956) are associated with susceptibility to Crohn disease in families linked to chromosome 16. A promoter polymorphism in the IL6 gene (147620) is associated with susceptibility to Crohn disease-associated growth failure.For information on genetic heterogeneity of IBD, see MAPPING and MOLECULAR GENETICS sections."
267730,Escobar and Bixler (1975)described a family with reticulum cell sarcoma in at least 4 successive generations. All 5 in the sibship of the first generations were affected.
267740,Cohan et al. (1979)described adult Ethiopian brother and sister with this combination.
268220,"A number sign (#) is used with this entry because of evidence that alveolar rhabdomyosarcoma results from fusion of the PAX3 gene (606597) on chromosome 2 with the FKHR gene (FOXO1A;136533) on chromosome 13 as a result of a translocation t(2;13), or from fusion of the PAX7 gene (167410) on chromosome 1 with the FKHR gene as a result of a translocation t(1;13)."
